# 2021/11/14 - 18:40 | PDB: 45.21 | UniProt: 2021.04
PDB	CHAIN	SP_PRIMARY	SF_DOMID	FA_DOMID
4akl	A	Q70UR4	8052914	8050442
4mps	B	P13721	8053226	8048230
2p2v	A	Q9RGF1	8088932	8088931
1mab	A	P15999	8056873	8056871
2hld	D	P00830	8056929	8056927
4v3p	Le	Q5I7K6	8052937	8050358
3m3n	W	Q91YD9	8052981	8050000
1ni5	A	P52097	8042147	8029768
2jxa	A	Q80TR1	8052998	8049897
2c1w	B	Q8JFY9	8039090	8026711
4o64	A	Q8NHM5	8053013	8049709
4wxx	A	P26358	8053031	8049707
6swa	Z	P47915	8098704	8098703
4u3m	n2	P05749	8053058	8049490
4v6w	CU	P50887	8053063	8049495
5it7	UU	Q6CRZ8	8053065	8049498
5xy3	U	A2DNV5	8061154	8061153
1jlx	A	Q71QF2	8042031	8029652
1sxj	E	P38251	8039775	8027396
6gaw	AU	A0A286ZNB3	8083456	8083455
7nhk	F	A0A1B4XR48	8103044	8103043
3ix6	A	P67042	8069067	8069066
2j8b	A	P13987	8034633	8022253
1vb0	A	P80958	8043046	8030667
1lxg	A	P01391	8043132	8030753
1ug4	A	P80245	8070349	8070348
1cod	A	Q9PTT0	8100612	8100611
1zro	A	Q25735	8036170	8023790
3vuv	A	Q8IJ45	8100150	8100149
7nh7	B	P0C6U7	8103362	8103361
1r6n	A	P04015	8040404	8028025
4ex4	A	B8ZSN3	8080524	8080523
6apz	A	A5U3K4	8097126	8097125
1suu	A	O51396	8041604	8029225
3l6v	A	Q8PAB1	8065318	8065317
5ztj	A	A0A1U7FVV6	8093868	8093867
1oj8	A	Q9DFY5	8038064	8025685
1kvz	A	Q9DFY6	8040659	8028280
4qfi	A	Q5WRG2	8069373	8069372
3zbv	A	Q64438	8069375	8069374
3zbw	A	P97802	8069377	8069376
1hyq	A	O29562	8017772	8017771
3ez2	A	P07620	8017792	8017791
2ved	A	A8YPQ5	8017841	8017840
4ehy	A	O67572	8018018	8018017
3ue9	A	Q2SWD3	8056318	8056317
2qy9	A	P10121	8056575	8056573
3dmd	A	Q8U051	8056581	8056579
3kb1	A	O28015	8057061	8045217
3fwy	A	Q9RFD6	8058189	8058188
3of5	A	Q5NGB5	8058201	8058200
3nxs	A	A0QX37	8058236	8058235
2woo	A	Q9P7F8	8061103	8061102
2v40	A	P30520	8074966	8074965
3ihl	A	Q9NRF8	8078093	8078092
3do6	A	Q9X287	8078441	8078440
1iwe	A	P28650	8089707	8089706
1oxx	K	Q97UY8	8018329	8018328
2iw3	A	P16521	8018511	8018509
1ewq	A	Q56215	8018572	8018571
2r6f	A	Q5KVB6	8056673	8056672
3d31	A	Q8TTZ3	8057785	8018348
6spe	u	A0A069QC99	8094407	8094406
7m4w	u	A0A062DNQ5	8103012	8103011
1di7	A	P0AF03	8032209	8019829
1ihc	A	Q03555	8033952	8021572
3iwt	A	Q96Y52	8076163	8076162
2ahu	A	Q8X5X6	8037030	8024651
1sbq	A	P75430	8039331	8026952
3efb	D	A0A0H2V3A6	8041030	8028651
1wkc	A	Q5SHW9	8043626	8031248
2ri0	A	Q8DV70	8081411	8081410
3rrl	A	P56006	8083172	8083171
4v8p	FU	P0DJ58	8053154	8048858
5fci	m3	Q12690	8053159	8048853
6d9j	L	G1TPV0	8061345	8061344
5xy3	L	A2G4E1	8080925	8080924
3j7q	L	A0A4X1TBV3	8096882	8096881
1ddt	A	P00588	8040181	8027802
1m56	D	Q8KRK5	8041607	8029228
1cdw	A	P20226	8036295	8023916
4xtk	C	Q9X2B7	8053179	8049655
5fcl	B	Q6D0X0	8053180	8049656
2qj2	A	P14210	8036022	8023642
4v6w	AB	P55830	8053204	8048448
4v8m	A0	Q38BK6	8053205	8048450
4bts	A4	E6PBR8	8053214	8048440
6swc	A	Q9V2K7	8094349	8094348
6rxx	Ca	G0S7T8	8094667	8094666
2g77	A	Q08484	8041719	8029340
1v9c	B	P83848	8035645	8023265
1ou0	A	Q9HKE7	8037787	8025408
5a5t	F	G1SLC2	8053239	8048105
3j8c	F	O00303	8053241	8048104
6th6	Bc	Q5JGT5	8099642	8099641
1i6u	A	P54041	8033701	8021321
5tcu	SF	Q2FW20	8079049	8079048
5t7v	SF	W8U8T8	8079053	8079052
5t2a	AJ	E9BAV6	8081971	8081970
4v8m	AJ	Q580K6	8081973	8081972
6tmf	J	A0A218NZT7	8093986	8093985
6ogf	M	D7Z9G9	8095383	8095382
6nqb	H	D8A1L7	8095385	8095384
6fxc	Ah	Q2YYL1	8099346	8099345
6xiq	AM	A0A6A5PSE9	8101311	8101310
5c3l	C	Q91349	8053261	8046765
5ijn	H	P37198	8053268	8046764
3j3v	X	P12873	8076730	8076729
4v63	B2	Q72I12	8076744	8076743
6spb	Y	W6V2V8	8094026	8094025
6vz2	e	A0A069XF36	8096070	8096069
6osk	Y	A0A1X3JBH6	8096576	8096575
6u48	CZ	D8E8E5	8097648	8097647
1mv5	A	Q9CHL8	8057789	8018354
3qf4	A	Q9WYC3	8057821	8018391
3ozx	A	Q980K5	8057863	8018469
1l2t	A	Q58206	8058252	8058251
2pcj	A	O66646	8058260	8058259
3jag	jj	G1SG72	8089861	8089859
3s5u	E	C7UDU4	8090749	8045453
6xbd	I	H4UPQ0	8097886	8097885
6xgz	G	P63386	8100896	8100895
7mdy	D	A0A376DIG1	8103827	8103826
2jdi	A	P19483	8018243	8018242
1wp9	A	Q8TZH8	8033200	8020819
1nkt	A	P9WGP5	8033410	8021030
1t6n	A	Q13838	8040039	8027660
2rb4	A	Q9UHL0	8041613	8029234
1um8	A	O25926	8041892	8029513
2gno	A	Q9WZM9	8041971	8029592
1w36	C	P07648	8043246	8030866
1uaa	A	P09980	8044309	8031931
1hv8	A	Q58083	8044314	8031935
1d2m	A	Q56243	8044316	8031938
1e94	E	P0A6H5	8044319	8031941
1hei	A	P27958	8044322	8031944
1p9r	A	P37093	8056593	8018133
1xp8	A	P42443	8056619	8056618
1nlf	A	P20356	8056651	8018191
2w0m	A	Q97VZ8	8056655	8056654
2zts	A	O57925	8056657	8056656
1fx0	B	P00825	8056918	8056917
3fe2	A	P17844	8068443	8068442
3dkp	A	Q9Y2R4	8068465	8068464
4xjx	B	P10486	8091625	8091623
1rbl	A	P00880	8043701	8031323
1n62	C	P19920	8043532	8031154
1m7g	A	Q12657	8018679	8018678
2gks	A	O67174	8018719	8018718
1tex	A	P84151	8018734	8018733
1ls6	A	P50225	8018758	8018757
1zin	A	P27142	8054341	8054340
3bx1	C	P07596	8039577	8027198
6w6l	2	P60059	8098782	8098781
3jc8	Ca	Q1D0A0	8053318	8053316
4b2f	A	O50962	8053344	8047505
2oh5	A	O10693	8053345	8047638
1fpo	A	P0A6L9	8036312	8023933
2lo1	A	P31689	8073779	8073778
2yua	A	Q96LL9	8073785	8073784
2c0g	A	O44342	8039038	8026659
1n67	A	Q53653	8033056	8020676
2j2z	B	P07111	8033248	8020868
2axw	A	Q47038	8033500	8021120
4tsh	B	C9E3B4	8053858	8053855
4phx	A	P46006	8085462	8085461
3mcy	B	Q9S497	8100642	8100641
4v51	BH	P0DOY8	8033203	8020823
1cz5	A	O05209	8034906	8022526
1wlf	A	Q5BL07	8041760	8029381
1f3l	A	O70467	8053429	8020534
1ori	A	Q63009	8053430	8021886
1rl9	A	P51541	8038923	8026544
2lm9	A	A7IZE9	8053433	8046819
1k3s	A	A0A0F6AZQ4	8037792	8025413
1s28	A	Q9K2L2	8039094	8026715
3epu	A	Q8ZNP3	8082324	8082323
3ojy	B	P07358	8052139	8052138
1dfc	A	Q16658	8042042	8029663
6g2j	J	P03925	8067568	8067567
6cfw	B	I6UZT7	8093342	8093341
5xti	Bk	V9JN72	8100898	8100897
3j7a	6	O96269	8053452	8046410
5vyc	e5	E9PR30	8097726	8097725
3dgp	B	Q3E7C1	8086592	8086591
7o81	Bg	G1TXG5	8103328	8103327
2l5g	A	Q13227	8053468	8044845
5xnl	a	P06585	8098298	8098297
3jcu	a	P69560	8098918	8098917
5mdx	a	P83755	8098954	8098953
2zpt	X	Q3UZZ6	8057108	8057107
2ov8	A	Q8KLM3	8057118	8057117
3mgb	A	B7T1D7	8057120	8057119
1kgd	A	O14936	8058016	8019106
3trf	A	Q83AJ3	8058300	8058299
1zrh	A	O14792	8058328	8058327
1e4v	A	P69441	8058334	8058333
1dek	A	P04531	8058368	8058367
1cke	A	P0A6I0	8058370	8058369
2h92	A	P63807	8058380	8058379
1qf9	A	P20425	8058388	8058387
1kht	A	P43411	8058390	8058389
1ki9	A	P43410	8058392	8058391
2jaq	A	Q93IG4	8058406	8058405
2axp	A	O31896	8058408	8058407
1gsi	A	P9WKE1	8058414	8058413
2plr	A	Q970Q8	8058420	8058419
3v9p	A	Q2SWM4	8058424	8058423
2wwf	A	Q8I4S1	8058442	8058441
2qor	A	A5K709	8062529	8062528
3tr0	A	Q83EL7	8062535	8062534
2ges	A	P9WPA7	8089811	8089810
4yeg	B	Q5NEQ5	8090017	8045295
3rhf	A	A1R8G0	8090022	8045297
3shw	A	Q07157	8091662	8019119
6wct	D	B2FT06	8097238	8097237
1ig0	A	P35202	8033936	8021556
5eu0	A	E6YJU0	8101415	8101414
1wxq	A	O58261	8019303	8019302
1t9h	A	O34530	8019339	8019338
1udx	A	Q5SHE9	8019354	8019353
3i8s	A	P33650	8019390	8019389
1ctq	A	P01112	8019405	8019404
1f5n	A	P32455	8019668	8019667
1r5b	A	O74718	8056488	8019764
1d2e	A	P49410	8056505	8056504
4j0q	A	Q88QP8	8056525	8056524
3cnl	A	Q9WZM6	8056749	8056748
2ode	A	P08754	8056794	8056793
2d74	A	Q8U082	8056819	8056818
3geh	A	Q8YN91	8056832	8056831
2bcg	Y	P01123	8057264	8057263
1z2a	A	P35288	8057272	8057271
2g3y	A	P55040	8057392	8057391
1ek0	A	P36017	8057418	8057417
2h57	A	Q9H0F7	8057438	8057437
3nkv	A	Q9H0U4	8057458	8057457
3c5c	A	Q9NYN1	8057490	8057489
3con	A	P01111	8057492	8057491
2j1l	A	O00212	8057504	8057503
2cls	A	Q92730	8057508	8057507
6z5r	M	A0A4Z7	8102018	8102017
4k1c	A	Q99385	8053554	8049383
5iva	A	Q9I5U2	8053495	8045954
5iv9	A	C4T9I0	8053498	8045952
1nui	A	P03692	8018199	8018198
5x6b	F	Q58876	8091698	8091697
4u56	o8	P49167	8053562	8049530
2a1l	A	P53812	8036447	8024068
2bk0	A	P49372	8038218	8025839
3cnw	A	Q81AY6	8040198	8027819
3eli	A	Q5LN61	8041100	8028721
1ln1	A	Q9UKL6	8041318	8028939
1t27	A	P16446	8041663	8029284
1fm4	A	P43185	8042197	8029818
1o7n	A	P0A110	8044087	8031709
5mmu	A	P43211	8063051	8063050
4c94	A	D0E0C7	8063057	8063056
2qim	A	Q9LLQ2	8063065	8063064
6gq9	A	Q9SWR4	8094803	8094802
4xzv	H	Q96N28	8095906	8046342
6v8s	H	B0YIU5	8102058	8102057
6y3l	A	Q9FPK2	8102505	8102504
6z98	A	Q2I6V8	8103975	8103974
4v0b	A	P0AAI3	8053578	8048290
1ecs	A	P13081	8032708	8020328
1qip	A	Q04760	8034905	8022525
1f9z	A	P0AC81	8034917	8022537
1kll	A	O05205	8040449	8028070
1u7i	A	Q9I3Y6	8040743	8028364
1u6l	A	Q9I3Z1	8042784	8030405
1f1x	A	Q45135	8044428	8032050
4x2a	A	Q9CPU0	8075888	8075887
6ipt	A	Q8YSS0	8085791	8085790
3ghj	A	B0BGV9	8085793	8085792
3gm5	A	Q8RCQ6	8100230	8100229
2z5b	A	Q12245	8053561	8044867
4ip8	B	P0DJI8	8053506	8047608
2hx6	A	P13312	8090764	8045469
7bwf	C	A0A3A3ATA4	8095325	8095324
4g0o	A	Q9SJK3	8053597	8045671
6gut	B	A4MX90	8094307	8094306
4r0c	A	Q0VR69	8053700	8044890
4wck	A	B5ZAD9	8046491	8046489
4n7l	H	Q3J170	8100956	8100955
5wyi	A	B3LNW5	8068302	8068301
1zrt	R	P0CY48	8052871	8044809
3aai	C	Q5SHL1	8053779	8050606
5fmn	B	Q55554	8053785	8053784
6ahx	A	S7SWX2	8105249	8105248
2ohf	A	Q9NTK5	8058453	8058452
1s8f	A	P24408	8060224	8060223
1r4a	A	P61212	8060237	8060236
5mla	A	P01116	8060856	8060855
2l0x	A	Q62639	8060858	8060857
3pqc	B	Q9X1H7	8079216	8079215
2cxx	A	O57939	8086110	8086109
4dcu	A	P50743	8089823	8089821
2dby	A	Q5SJ29	8089835	8089834
6kyh	F	Q61411	8099748	8099747
1b0b	A	P41260	8035591	8023211
1faw	B	P02117	8035638	8023258
1fsl	A	P02238	8035839	8023459
1hds	A	P01972	8036027	8023647
1out	A	P02019	8036045	8023665
1hbr	A	P02001	8036047	8023667
1spg	A	P56250	8036058	8023678
1spg	B	P56251	8036223	8023843
2lhb	A	P02208	8036233	8023853
1all	A	P72504	8036261	8023881
1b33	B	P00318	8036264	8023884
1eyx	A	Q7SIG0	8036284	8023904
1v4w	A	Q8AYM0	8041157	8028778
1v4w	B	Q8AYM1	8041158	8028779
1wmu	B	P83133	8041769	8029390
1urv	A	Q8WWM9	8042926	8030547
1x9f	C	P11069	8043789	8031411
3pmc	A	Q9RMX2	8052669	8044788
3mjp	A	P24589	8060962	8060961
3d1a	A	P0CH25	8060978	8060977
2rao	A	P01948	8060990	8060989
3mkb	A	F2Z286	8061040	8061039
3qqq	A	P07803	8061719	8061718
4lmx	B	U5T8W0	8064822	8064821
4h0m	B	P06539	8064836	8064835
2c7j	B	P00313	8064844	8064843
4rmp	B	A0A078K4M9	8064846	8064845
3dbj	A	B3VNK2	8064860	8064859
4f0u	A	Q31RG0	8064862	8064861
2vjt	A	Q7NL80	8064866	8064865
5aqd	A	A0A0E3W010	8064872	8064871
2d2m	C	Q7M418	8066405	8066404
3wct	D	S0BAP9	8066407	8066406
4u8u	C	A0A0M3KKX7	8066411	8066410
2c0k	B	O96457	8070485	8070484
2d2m	D	Q5KSB7	8070505	8070504
6kgx	Y8	E2IH77	8093872	8093871
6hrn	B	A0A509GUZ9	8093950	8093949
1h6f	A	O15119	8039420	8027041
2etw	A	P38830	8040176	8027797
1bvo	A	Q17034	8040237	8027858
5bqd	A	Q99593	8062621	8062620
4a04	A	O43435	8062623	8062622
4n6q	A	Q5BBX1	8103551	8046947
2hpp	P	P00735	8038663	8026284
1h8p	A	P02784	8039436	8027057
4fch	A	G8JZT0	8053834	8053835
3hym	I	Q8NHZ8	8053843	8044943
2i53	A	O75909	8034370	8021990
1jkw	A	P51946	8037906	8025527
3qc1	A	Q61249	8053871	8045507
1iwg	A	P31224	8042535	8030156
1bm8	A	P39678	8034955	8022575
1hc1	A	P04254	8038069	8025690
6mj8	A	Q6FVN3	8103666	8103663
4e6z	A	Q8I3H4	8053901	8045678
2y5p	A	P0DQD2	8053906	8044959
4d2h	E	Q99708	8053911	8044964
3w8m	A	G3XD33	8085666	8085665
4f3e	A	Q53VY1	8053926	8044961
5gup	1	Q2EN79	8068583	8068582
1plq	A	P15873	8036432	8024053
1vpk	A	Q9WYA0	8043203	8030824
3a1j	C	O60671	8056958	8049918
1qwo	A	O00092	8038573	8026194
3zhc	A	Q2VY22	8073154	8073153
3zih	B	O31728	8053935	8045984
3zie	E	O29476	8053937	8045983
1t6o	A	Q77M42	8040042	8027663
4s39	A	Q5SLI8	8053955	8046111
3i5p	A	P38181	8090959	8051190
1vf5	C	P83793	8035709	8023329
1ci3	M	P95522	8040251	8027872
4v51	B8	Q5SKU1	8033192	8020812
5myj	B7	A2RMR2	8089122	8089121
7ext	Q7	B1XQM2	8105391	8105390
7ext	R6	P03944	8105423	8105422
2p2e	A	Q1WRG6	8035326	8022946
1yck	A	O75594	8034364	8021984
2wkx	A	P75820	8038051	8025672
2eav	A	Q96LB8	8067267	8067266
2rkq	A	Q9VS97	8067271	8067270
5xz4	A	A0A452CSL6	8093990	8093989
3p26	A	P32769	8056492	8019767
1b23	P	Q01698	8056503	8056502
1d2e	A	P49410	8056508	8056507
3vmf	A	Q9YAV0	8056521	8056519
2qn6	A	Q980A5	8056815	8056813
2fts	A	Q03555	8041309	8028930
5hb6	B	G0SAK3	8097792	8097791
4rnz	A	O25247	8091012	8091011
3our	B	A0A3Q0L1G8	8096778	8096777
3vth	A	Q8RDB0	8019805	8004433
3ttc	A	A0A0H3JHT3	8092441	8092439
3ttc	A	A0A0H3JHT3	8092442	8092440
4g9i	A	Q5JII4	8092449	8092447
1yx1	A	Q9I1L3	8035006	8022626
2glk	A	P24300	8041950	8029571
1a0d	A	P54273	8043801	8031423
1bxb	A	P26997	8043809	8031431
6n99	C	A0A1K2FKX8	8093798	8093797
4e1b	A	Q970S6	8019807	8004467
1a6s	A	P03322	8037772	8025393
1uhu	A	1UHU_A	8040854	8028475
2hmx	A	P12497	8072649	8072648
6vzj	z	V6FS92	8100888	8100887
4agi	A	Q4WW81	8078196	8078195
6trv	AAA	A0A084FYP2	8101890	8101889
6cnm	A	O15554	8093288	8093287
4f5x	A	H9N1A6	8094213	8046842
3gzu	A	B2BMD1	8094215	8046845
2ovr	B	Q969H0	8033302	8020922
2d7c	C	O75154	8039617	8027238
1c8a	A	P35753	8043126	8030747
4ur6	A	R9S083	8078240	8078239
1w7j	A	Q02440	8032926	8020546
1bg2	A	P33176	8044305	8031927
2ncd	A	P20480	8044306	8031928
6vzj	o	A0A0A0FFH2	8096124	8096123
5o31	Q	Q02375	8053978	8053972
3erj	A	O28185	8041110	8028731
1wn2	A	O74017	8063650	8063649
4xlg	B	Q6FJQ6	8053986	8044990
1foe	A	Q60610	8038074	8025695
1kz7	A	Q64096	8040856	8028477
3eo2	A	Q7Z628	8084999	8084998
5qqh	B	O60229	8093836	8093835
2ajt	A	P08202	8037114	8024735
1fui	A	P69922	8042069	8029690
1my6	A	Q8DIR2	8032978	8020598
1isc	A	P0AGD3	8036331	8023952
4i6m	D	P53330	8054018	8044997
5xte	E	P07919	8068571	8068570
4i6m	C	P22082	8054019	8049661
7o3c	F	Q9CQB4	8105497	8105496
1ta8	A	Q837V6	8042451	8030072
4e6n	C	A3DJ38	8045735	8045745
3j7p	SF	F2Z5E6	8066005	8066004
5xxu	F	B9PPE8	8066009	8066008
3j9w	AG	P21469	8066029	8066028
3j9z	SG	P02359	8077979	8077978
6awb	J	B7MCV6	8077981	8077980
6swe	H	Q9V109	8094315	8094314
6yam	H	U3KMN4	8095703	8095702
5v93	g	A0A045JMN7	8096042	8096041
7jil	l	A0A1M5L9G3	8101954	8101953
5kbw	B	Q9X1G6	8054037	8047982
5x3x	M	D5AUZ9	8087398	8087397
4v4w	BB	P60438	8032955	8020575
2f1l	A	Q9HXQ0	8040462	8028083
4v6u	BC	Q8TZZ8	8078347	8078346
4v3p	LC	Q7X744	8078349	8078348
4v6w	CB	O16797	8078359	8078358
4v8p	AH	P0DJ22	8087453	8087452
6o8x	D	A0A1B4XKR3	8096430	8096429
5anb	A	P34113	8098636	8098635
5v7q	D	P9WH87	8099000	8098999
7jil	C	A0A1M5L9Q4	8101956	8101955
6wu9	D	Q839G4	8103476	8103475
1e6v	A	Q49605	8038086	8025707
1e6y	A	P07962	8038090	8025711
1e6y	B	P07955	8038092	8025713
6fos	F	Q85FS9	8074440	8074439
7coy	cF	B0C7S7	8102823	8102822
4pj6	A	Q9UIQ6	8054096	8054091
4kxd	A	Q07075	8054103	8054098
1i8o	A	P00091	8033792	8021412
1c53	A	P00120	8036383	8024004
5m5i	C	P24339	8078411	8078410
5zbr	A	A0A0G2K8Z9	8080193	8080192
3gbj	A	Q9NQT8	8080195	8080194
2owm	B	Q9C2M3	8080197	8080196
2vvg	A	A8BKD1	8080201	8080200
3b6v	B	O14782	8080209	8080208
3lre	A	Q8NI77	8080211	8080210
4bn2	A	Q9NS87	8080213	8080212
2y65	A	P17210	8080215	8080214
2heh	A	Q99661	8080225	8080224
1mvh	A	O60016	8051804	8051803
1f08	A	P03116	8032862	8020482
1m55	A	Q9YJC1	8041603	8029224
1x23	A	P61077	8033550	8021170
2ucz	A	Q02159	8034821	8022441
2awf	A	P62253	8037419	8025040
2f4z	A	2F4Z_A	8040606	8028227
3e46	A	P61086	8041006	8028627
3k1l	A	Q8T913	8053877	8045574
6cyo	A	P49459	8059976	8059975
2pwq	A	Q7RP52	8059984	8059983
4jue	A	Q8I301	8059992	8059991
2onu	A	Q8IJ70	8062493	8062492
3fsh	A	P60605	8098804	8098803
2pg1	L	Q62871	8051843	8046597
2mkx	A	P37710	8076159	8076158
4iiw	A	Q8Y725	8091104	8091106
5yzk	A	D8UFB5	8097650	8097649
4v8m	Bu	Q38CY8	8052881	8049684
5t5h	u	Q4CU61	8052883	8049685
4v8p	GM	Q231U7	8052884	8049686
5t7v	LR	W8TRE0	8074010	8074009
6spg	k	E2RXU4	8093914	8093913
6tmf	N	A0A218NZU0	8095715	8095714
6t83	p	P06367	8095805	8095804
5t7v	S2	A0A077UKD6	8096098	8096097
5xxu	O	A0A125YXW4	8096328	8096327
6lkq	5	H4JDL8	8097878	8097877
6swa	D	P47962	8098706	8098705
5jb3	M	P62010	8098828	8098827
4v8m	AH	Q4FKG9	8099492	8099491
6th6	An	Q5JJF3	8099662	8099661
5xyi	O	Q76KS8	8099940	8099939
6xyw	Ao	Q8LDK5	8100178	8100177
7k00	K	S1ELC2	8100804	8100803
4v48	BK	P0A7S1	8102409	8102408
7m4y	k	A0A4R0F9S8	8103058	8103057
7m4u	k	B7IA16	8104257	8104256
1u0t	B	P9WHV7	8040639	8028260
1u3m	A	P27177	8042739	8030360
3o79	B	Q9TSF8	8100670	8100669
2yeq	A	P42251	8053378	8045925
1xzw	A	Q9SE00	8055341	8055340
1c5e	A	P03712	8043128	8030749
1dfx	A	P22076	8055349	8055348
2hvb	A	O58810	8083440	8083439
1co6	A	P00083	8036458	8024079
1fcd	C	Q06529	8036528	8024149
1pby	A	Q8VUT0	8038476	8026097
2c8s	A	P14774	8038521	8026142
1h32	A	Q939U1	8042391	8030012
1h1o	A	P74917	8044503	8032125
5c0z	A	P62898	8068521	8068520
3ph2	B	F2Z292	8068549	8068548
3dmi	A	Q8GTB5	8068551	8068550
7c90	A	F5SWR8	8097774	8097773
2fhf	A	2FHF_A	8033996	8021616
2j43	B	Q8KLP1	8034618	8022238
1pam	A	P05618	8040273	8027894
1ciu	A	P26827	8040277	8027898
1kul	A	P69328	8040280	8027901
1cgt	A	P30920	8055434	8055433
2v8l	A	B7XC04	8092808	8051400
2m83	A	Q00756	8092810	8051402
4r7f	A	A7AEG3	8102268	8046471
4xal	A	P10233	8102719	8046503
6lk8	B	Q68FJ0	8105019	8105018
1jb0	I	P0A427	8034286	8021906
6igz	I	A0A4V8H010	8102615	8102614
7a4p	I	W8SIP9	8104037	8104036
1ygt	A	Q94524	8051840	8044665
1xdx	A	O64980	8051845	8044667
5wof	A	Q8I5R9	8082845	8082844
6zyw	J	Q24DI9	8102443	8102442
7moq	J	Q1HFV9	8103969	8103968
3ib5	A	Q1WSH7	8054136	8049675
5lnk	M	O78755	8054155	8047667
5lc5	M	P03910	8054157	8047668
4he8	I	Q56229	8054159	8047665
5lc5	N	P03892	8054161	8048245
4cou	A	Q6FX55	8054199	8045037
5zgb	J	Q85FS8	8074514	8074513
3m4w	H	P0AFX7	8054206	8045049
5jr6	A	5JR6_A	8054221	8045051
7al8	X	P80211	8105449	8105448
1io1	A	P06179	8054354	8054353
1jb0	M	P0A403	8034290	8021910
6fos	M	Q85G73	8074452	8074451
6qwj	M	A0A2S6V6A8	8093970	8093969
5ggn	A	Q8WZA1	8055726	8051601
6tyw	A	A0A1L8EVE5	8094915	8094914
3frr	A	P53990	8055735	8051462
2gd5	B	Q9Y3E7	8055751	8051377
4ndk	B	U6GSR1	8081021	8081020
2a46	A	Q9U6Y6	8081037	8081036
1xss	B	Q53UG7	8081047	8081046
2c9i	A	Q9GPI6	8083512	8083511
6s68	A	A0A5J6CYI7	8101301	8101300
4l9d	A	C3LUP3	8097374	8097373
1jhn	A	P24643	8037023	8024644
4z42	A	F4MWM9	8078159	8078158
2i88	A	P02978	8085470	8085469
4kh9	A	Q5ZWX8	8052438	8044753
5hno	A	Q6U8B1	8052859	8050092
3gm8	A	A6KXE5	8090589	8090588
1zet	A	Q9UNA4	8035701	8023321
2wzv	A	A0R6D0	8058717	8058716
5cv0	B	Q9H3L0	8092564	8051694
3e10	B	Q97IT9	8100418	8100417
5xeu	C	H9L4J8	8097910	8097909
1g0d	A	P52181	8055229	8055228
1l8d	A	P58301	8041142	8028763
1qgt	A	Q67855	8037774	8025395
2omw	B	P09803	8055233	8055232
2v37	A	P55290	8074078	8074077
2a62	A	P97291	8091840	8091838
5t9t	A	Q8K486	8091887	8050637
5dzv	B	Q91Y13	8091901	8050639
4zpo	A	Q91XW9	8091938	8050644
5szn	A	Q91XX9	8091951	8091946
5dzx	A	Q91XZ4	8091957	8091954
5dzx	A	Q91XZ4	8091959	8050646
5szr	C	Q91XX7	8092007	8088101
5szr	C	Q91XX7	8092009	8092005
5w4t	A	F1R7G8	8092023	8088104
5wbs	D	O75084	8083830	8083829
4acr	D	P35052	8090919	8048617
2fug	6	Q56218	8041352	8028973
6h8k	K	Q9UUT7	8085725	8085724
5gup	I	I3LK43	8085727	8085726
6x89	S7	A0A1S3U8J5	8096548	8096547
2ik8	B	O15492	8033170	8020790
1agr	E	P49799	8038096	8025717
1fqi	A	O46469	8038102	8025723
2oj4	A	P49796	8062631	8062630
2v4z	B	P41220	8062641	8062640
2es0	A	P49758	8062649	8062648
2ebz	A	O14924	8092310	8045860
1ei6	A	Q51782	8055768	8023274
1oao	A	P27989	8055590	8021538
1oa0	A	Q01770	8055605	8021526
1p49	A	P08842	8055772	8025802
5i5f	B	P40709	8092298	8047088
2qtv	A	P15303	8036412	8024033
1ru3	A	P83789	8055629	8028544
2djf	A	P53634	8039797	8027418
3hfe	B	P51787	8055722	8051643
4ntq	A	D5CBA0	8055790	8051338
3q3u	A	Q60FD2	8079574	8079573
5f1a	A	P35354	8098642	8098641
1uv4	A	P94522	8032932	8020552
1yrz	A	Q9K6P5	8034904	8022524
3om2	A	D5DC07	8072571	8072570
4nov	A	E0RYY0	8083726	8083725
3lv4	A	Q65D31	8090567	8090566
3tw8	C	Q6P3S1	8055793	8049905
1agq	B	Q07731	8038788	8026409
1bet	A	P01139	8038790	8026411
1wq9	A	P67861	8043681	8031303
3hh2	A	O08689	8070307	8070306
2ask	A	Q5T4W7	8084512	8084511
6p57	B	P04651	8094811	8094810
4psn	A	Q9YAS7	8055795	8051369
3tek	A	H0USY6	8055799	8055798
1vlb	A	Q46509	8041443	8029064
2psp	A	P01359	8038718	8026339
4kt0	B	P29255	8074462	8074461
5zji	B	A0A059Q6U2	8074468	8074467
6k61	b	P58565	8094389	8094388
6pnj	A	G6FME9	8094527	8094526
4qbu	A	C0JRE5	8055862	8045104
4zdn	A	D0U2E4	8055872	8045103
4amp	A	Q84HI8	8055875	8045102
5ejn	A	Q9EQF4	8090927	8050994
4c79	B	Q90X26	8100330	8100329
1eo1	A	O27243	8044553	8032175
1yy3	A	O32054	8086612	8086611
3but	A	O29803	8102244	8102243
1f07	A	Q50744	8032861	8020481
1rhc	A	O93734	8040638	8028259
1ezw	A	Q8TXY4	8043823	8031445
3b4y	A	P9WNE1	8068097	8068096
6lr1	A	A0A1V1W347	8096566	8096565
5d1q	E	Q2FZF0	8085279	8085278
3szk	F	Q8NW39	8086484	8086483
1ewq	A	Q56215	8056689	8018571
2o8b	B	P52701	8056719	8018583
1plf	A	P02777	8034261	8021881
1mgs	A	P09341	8034280	8021900
1b50	A	P10147	8034283	8021903
1mi2	A	P10889	8034331	8021951
