# 2021/11/14 - 18:08 | PDB: 45.21 | UniProt: 2021.04
SP_PRIMARY	PDB
P00883	1ado;1ewd;1ewe;1ex5;1j4e;1zah;1zai;1zaj;1zal;2ot0;2ot1;2qut;2quu;2quv;3b8d;3bv4;3dfn;3dfo;3dfp;3dfq;3dfs;3dft;3lge;3tu9;5f4x;5tle;5tlh;5tlw;5tlz;5vy5;6ald;6mwq;6v20;7k9l;7k9x;7ka2;7ka3;7ka4
P00885	1mxs
P00888	6agl;6agm
P00889	1cts;2cts;3enj;4cts;5uqs
P00894	2f1f
P00897	1i7q;1i7s
P00898	1i1q
P00900	1i7q;1i7s
P00905	1i1q
P00909	1jcm;1pii;2kzh
P00914	1dnp
P00915	1azm;1bzm;1crm;1czm;1hcb;1hug;1huh;1j9w;1jv0;2cab;2foy;2fw4;2it4;2nmx;2nn1;2nn7;3lxe;3w6h;3w6i;4wr7;4wup;4wuq;5e2m;5gmm;6evr;6ex1;6f3b;6faf;6fag;6g3v;6hwz;6i0j;6i0l;6swm;6xze;6xzo;6xzs;6xzx;6xzy;6y00
P00918	12ca;1a42;1am6;1avn;1bcd;1bic;1bn1;1bn3;1bn4;1bnm;1bnn;1bnq;1bnt;1bnu;1bnv;1bnw;1bv3;1ca2;1ca3;1cah;1cai;1caj;1cak;1cal;1cam;1can;1cao;1cay;1caz;1ccs;1cct;1ccu;1cil;1cim;1cin;1cnb;1cnc;1cng;1cnh;1cni;1cnj;1cnk;1cnw;1cnx;1cny;1cra;1cva;1cvb;1cvc;1cvd;1cve;1cvf;1cvh;1dca;1dcb;1eou;1f2w;1fql;1fqm;1fqn;1fqr;1fr4;1fr7;1fsn;1fsq;1fsr;1g0e;1g0f;1g1d;1g3z;1g45;1g46;1g48;1g4j;1g4o;1g52;1g53;1g54;1h4n;1h9n;1h9q;1hca;1hea;1heb;1hec;1hed;1hva;1i8z;1i90;1i91;1i9l;1i9m;1i9n;1i9o;1i9p;1i9q;1if4;1if5;1if6;1if7;1if8;1if9;1kwq;1kwr;1lg5;1lg6;1lgd;1lug;1lzv;1moo;1mua;1okl;1okm;1okn;1oq5;1ray;1raz;1rza;1rzb;1rzc;1rzd;1rze;1t9n;1tb0;1tbt;1te3;1teq;1teu;1tg3;1tg9;1th9;1thk;1ttm;1uga;1ugb;1ugc;1ugd;1uge;1ugf;1ugg;1xeg;1xev;1xpz;1xq0;1yda;1ydb;1ydc;1ydd;1yo0;1yo1;1yo2;1z9y;1ze8;1zfk;1zfq;1zge;1zgf;1zh9;1zsa;1zsb;1zsc;2abe;2aw1;2ax2;2ca2;2cba;2cbb;2cbc;2cbd;2cbe;2eu2;2eu3;2ez7;2f14;2fmg;2fmz;2fnk;2fnm;2fnn;2foq;2fos;2fou;2fov;2gd8;2geh;2h15;2h4n;2hd6;2hkk;2hl4;2hnc;2hoc;2ili;2nng;2nno;2nns;2nnv;2nwo;2nwp;2nwy;2nwz;2nxr;2nxs;2nxt;2o4z;2osf;2osm;2pou;2pov;2pow;2q1b;2q1q;2q38;2qo8;2qoa;2qp6;2vva;2vvb;2wd2;2wd3;2weg;2weh;2wej;2weo;2x7s;2x7t;2x7u;3b4f;3bet;3bl0;3bl1;3c7p;3ca2;3caj;3cyu;3d8w;3d92;3d93;3d9z;3daz;3dbu;3dc3;3dc9;3dcc;3dcs;3dcw;3dd0;3dd8;3dv7;3dvb;3dvc;3dvd;3eft;3f4x;3f8e;3ffp;3gz0;3hfp;3hkn;3hkq;3hkt;3hku;3hlj;3hs4;3ibi;3ibl;3ibn;3ibu;3ieo;3igp;3k2f;3k34;3k7k;3kig;3kkx;3kne;3koi;3kok;3kon;3ks3;3kwa;3l14;3m04;3m14;3m1j;3m1k;3m1q;3m1w;3m2n;3m2x;3m2y;3m2z;3m3x;3m40;3m5e;3m5s;3m5t;3m67;3m96;3m98;3mhc;3mhi;3mhl;3mhm;3mho;3ml2;3mmf;3mna;3mnh;3mni;3mnj;3mnk;3mnu;3mwo;3myq;3mzc;3n0n;3n2p;3n3j;3n4b;3nb5;3ni5;3nj9;3oik;3oil;3oim;3oku;3okv;3oy0;3oyq;3oys;3p3h;3p3j;3p44;3p4v;3p55;3p58;3p5a;3p5l;3pjj;3po6;3pyk;3qyk;3r16;3r17;3rg3;3rg4;3rge;3rj7;3rld;3ryj;3ryv;3ryx;3ryy;3ryz;3rz0;3rz1;3rz5;3rz7;3rz8;3s71;3s72;3s73;3s74;3s75;3s76;3s77;3s78;3s8x;3s9t;3sap;3sax;3sbh;3sbi;3t5u;3t5z;3t82;3t83;3t84;3t85;3tmj;3tvn;3tvo;3u3a;3u45;3u47;3u7c;3v2j;3v2m;3v3f;3v3g;3v3h;3v3i;3v3j;3v5g;3v7x;3vbd;3zp9;4bcw;4bf1;4bf6;4ca2;4cac;4cq0;4dz7;4dz9;4e3d;4e3f;4e3g;4e3h;4e49;4e4a;4e5q;4fik;4fl7;4fpt;4frc;4fu5;4fvn;4fvo;4g0c;4gl1;4hba;4hew;4hey;4hez;4hf3;4ht0;4idr;4ilx;4ito;4itp;4iwz;4js6;4jsa;4jss;4jsw;4jsz;4k0s;4k0t;4k0z;4k13;4k1q;4kap;4kni;4knj;4kuv;4kuw;4kuy;4kv0;4l5u;4l5v;4l5w;4lhi;4lp6;4m2r;4m2u;4m2v;4m2w;4mdg;4mdl;4mdm;4mlt;4mlx;4mo8;4mty;4n0x;4n16;4pq7;4pxx;4pyx;4pyy;4pzh;4q06;4q07;4q08;4q09;4q49;4q6d;4q6e;4q78;4q7p;4q7s;4q7v;4q7w;4q81;4q83;4q87;4q8x;4q8y;4q8z;4q90;4q99;4q9y;4qef;4qiy;4qjm;4qk1;4qk2;4qk3;4qsa;4qsb;4qsi;4qtl;4qy3;4r59;4r5a;4r5b;4rfc;4rfd;4rh2;4riu;4riv;4rn4;4rux;4ruy;4ruz;4wl4;4ww6;4xe1;4y0j;4ygj;4ygk;4ygl;4ygn;4yvy;4ywp;4yx4;4yxi;4yxo;4yxu;4yyt;4z0q;4z1e;4z1j;4z1k;4z1n;4zao;4zwi;4zwx;4zwy;4zwz;4zx0;4zx1;5a6h;5amd;5amg;5aml;5bnl;5bru;5brv;5brw;5byi;5c8i;5ca2;5cac;5clu;5dog;5doh;5drs;5dsk;5dsl;5dsm;5dso;5dsp;5dsq;5dsr;5e28;5e2k;5e2r;5e2s;5eh5;5eh7;5eh8;5ehe;5ehv;5ehw;5eij;5ekh;5ekj;5ekm;5eoi;5fdc;5fdi;5flo;5flp;5flq;5flr;5fls;5flt;5fng;5fnh;5fni;5fnj;5fnk;5fnl;5fnm;5g01;5g03;5g0b;5g0c;5gmn;5j8z;5jdv;5je7;5jeg;5jeh;5jep;5jes;5jg3;5jg5;5jgs;5jgt;5jmz;5jn3;5jn7;5jq0;5jqt;5l3o;5l6k;5l6t;5l70;5l9e;5ljq;5ljt;5ll4;5ll8;5llc;5lle;5llg;5llh;5lmd;5lvs;5m78;5mjn;5n0d;5n0e;5n1r;5n1s;5n24;5n25;5nea;5nee;5nxg;5nxi;5nxm;5nxo;5nxp;5nxv;5nxw;5ny1;5ny3;5ny6;5nya;5o07;5ogn;5ogo;5ogp;5sz0;5sz1;5sz2;5sz3;5sz4;5sz5;5sz6;5sz7;5t71;5t72;5t74;5t75;5tfx;5th4;5thi;5thj;5thn;5ti0;5txy;5ty1;5ty8;5ty9;5tya;5u0d;5u0e;5u0f;5u0g;5uln;5umc;5vgy;5w8b;5wex;5wg7;5wgp;5wlr;5wlt;5wlu;5wlv;5y2r;5y2s;5yui;5yuj;5yuk;5zxw;6b00;6b4d;6b59;6b5a;6bbs;6bc9;6bcc;6c7w;6c7x;6ca2;6ceh;6cjv;6d1l;6d1m;6e8p;6e8x;6e91;6e92;6ebe;6ecz;6eda;6eea;6eeh;6eeo;6equ;6fji;6fjj;6g3q;6g6t;6gcy;6gdc;6gm9;6got;6gxb;6gxe;6h29;6h2z;6h33;6h34;6h3q;6h6s;6hd2;6hqx;6hr3;6hx5;6hxd;6hzx;6i0w;6i1u;6i2f;6i3e;6ic2;6klz;6km0;6km1;6km2;6km3;6km4;6km5;6km6;6luu;6luv;6luw;6lux;6luy;6luz;6lv1;6lv2;6lv3;6lv4;6lv5;6lv6;6lv7;6lv8;6lv9;6lva;6mbv;6mby;6nj2;6nj3;6nj4;6nj5;6nj6;6nlv;6nm0;6odz;6oe0;6oe1;6oti;6otk;6otm;6oto;6otp;6otq;6oub;6oud;6oue;6ouf;6ouh;6oui;6ouj;6ouk;6oum;6pdv;6pea;6pgx;6q3o;6q9t;6qeb;6qfu;6qfv;6qfw;6qfx;6ql1;6ql2;6ql3;6r6f;6r6j;6rfh;6rg3;6rg4;6rg5;6rh4;6rhj;6rhk;6rig;6rit;6rjj;6rkn;6rl9;6rm1;6rmp;6rmx;6rmy;6rnp;6rob;6roe;6rof;6rqi;6rrg;6rri;6rs5;6rsz;6rvf;6rvk;6rvl;6rw1;6rzx;6s03;6s9g;6s9z;6sac;6sas;6say;6sb7;6sbh;6sbl;6sbm;6sd7;6sdh;6sdi;6sdj;6sdl;6sds;6sey;6sfq;6sfu;6sg0;6sg6;6sx9;6syb;6sys;6t4n;6t4o;6t4p;6t5c;6t7u;6t81;6t9z;6u4q;6u4t;6ufb;6ufc;6ufd;6ugn;6ugo;6ugp;6ugq;6ugr;6ugz;6uh0;6ux1;6uzu;6vj3;6vkg;6wka;6wq4;6wq5;6wq7;6wq8;6wq9;6xvh;6xwz;6xxt;6yh4;6yh5;6yh6;6yh7;6yh8;6yh9;6yha;6yhb;6yhc;6yj3;6ykc;6ykh;6yma;6ymb;6yo2;6yo4;6yo7;6yoi;6yok;6yol;6ypw;6yqt;6yqu;6yri;6yzj;6yzk;6yzl;6yzm;6yzn;6yzo;6yzp;6yzq;6yzr;6yzs;6yzt;6yzu;6yzv;6yzw;6yzx;6z04;6zr8;7a6v;7aeq;7aes;7agn;7bi5;7ca2;7jnr;7jnv;7jnw;7jnx;7jnz;7jo0;7jo1;7jo2;7jo3;7job;7joc;7k6i;7k6j;7k6k;7k6l;7k6t;7k6u;7k6x;7k6z;7mu3;8ca2;9ca2
P00921	1g6v;1v9e;1v9i;4cnr;4cnv;4cnw;4cnx;5a25;5ezt;6sks;6skt;6skv
P00924	1ebg;1ebh;1els;1l8p;1nel;1one;1p43;1p48;2al1;2al2;2one;2xgz;2xh0;2xh2;2xh4;2xh7;3enl;4enl;5enl;6enl;7enl
P00926	3ss7;3ss9
P00929	1a50;1a5a;1a5b;1a5s;1beu;1bks;1c29;1c8v;1c9d;1cw2;1cx9;1fuy;1k3u;1k7e;1k7f;1k7x;1k8x;1k8y;1k8z;1kfb;1kfc;1kfe;1kfj;1kfk;1qop;1qoq;1tjp;1ttp;1ttq;1ubs;1wbj;2cle;2clf;2clh;2cli;2clk;2cll;2clm;2clo;2j9x;2j9y;2j9z;2rh9;2rhg;2trs;2tsy;2tys;2wsy;3cep;3pr2;4hn4;4hpj;4hpx;4ht3;4kkx;4wx2;4xug;4y6g;4zqc;5bw6;5cgq;6c73;6d0v;6duc;6dz4;6dzo;6o1h;6oso;6ouy;6vfd;6vnt;6wdu;6wx3;6x0c;6xe3;6xnc;6xoy;6xrh;6xsy;6xt0;7a20;7jhw;7jll;7jmq;7jqw;7jtt;7k0b;7k5a;7ka1;7kbn;7kh6;7ki7;7kmc;7kq9;7m2l;7m3s;7me8
P00934	1vb3
P00935	1cs1
P00939	1r2r;1r2s;1r2t;4owg
P00940	1spq;1sq7;1ssd;1ssg;1su5;1sw0;1sw3;1sw7;1tim;1tpb;1tpc;1tph;1tpu;1tpv;1tpw;4p61;8tim
P00942	1i45;1ney;1nf0;1ypi;2ypi;3ypi;4ff7;7tim
P00943	1btm;2btm
P00947	1buq;1isk;1ocv;1ogz;1ohp;1ohs;1qjg;3m8c;3mhe;3mki;3myt;3nbr;3nhx;3nm2;3nuv;3nxj;3ov4;3t8u;3unl;4l7k;5dre;5ugi;6uad;6uae;8cho
P00948	1mli
P00949	1c47;1c4g;1jdy;1lxt;1vkl;3pmg
P00950	1bq3;1bq4;1qhf;3pgm;4pgm;5pgm
P00952	1jh3;1tya;1tyb;1tyc;1tyd;2ts1;3ts1;4ts1
P00953	1d2r;1i6k;1i6l;1i6m;1m83;1mau;1maw;1mb2;2ov4;3fhj;3fi0;5dk4;7cki;7cms
P00957	3hxu;3hxv;3hxw;3hxx;3hxy;3hxz;3hy0;3hy1
P00958	2hsn
P00959	1f4l;1mea;1med;1p7p;1pfu;1pfv;1pfw;1pfy;1pg0;1pg2;1qqt;3h97;3h99;3h9b;3h9c;6spn;6spo;6spp;6spq;6spr
P00960	7eiv
P00961	7eiv
P00962	1euq;1euy;1exd;1gsg;1gtr;1gts;1nyl;1o0b;1qrs;1qrt;1qru;1qtq;1zjw;2rd2;2re8;4jxx;4jxz;4jyz
P00963	11as;12as
P00966	2nz2
P00968	1a9x;1bxr;1c30;1c3o;1ce8;1cs0;1jdb;1kee;1m6v;1t36
P00969	1a0i
P00970	5wfy;6drt;6dt1
P00971	2c5u;5tt6
P00973	4ig8
P00974	1aal;1b0c;1bhc;1bpi;1bpt;1brb;1bth;1bti;1bz5;1bzx;1cbw;1co7;1d0d;1eaw;1ejm;1f5r;1f7z;1fak;1fan;1fy8;1g6x;1jv8;1jv9;1k09;1k6u;1ld5;1ld6;1mtn;1nag;1oa5;1oa6;1p2i;1p2j;1p2k;1p2m;1p2n;1p2o;1p2q;1pit;1qlq;1t7c;1t8l;1t8m;1t8n;1t8o;1tpa;1uua;1uub;1ykt;1ylc;1yld;2fi3;2fi4;2fi5;2ftl;2ftm;2hex;2ijo;2kai;2ptc;2r9p;2ra3;2tgp;2tpi;2zjx;2zvx;3btd;3bte;3btf;3btg;3bth;3btk;3btm;3btq;3btt;3btw;3fp6;3fp7;3fp8;3gym;3ldi;3ldj;3ldm;3otj;3p92;3p95;3tgi;3tgj;3tgk;3tpi;3u1j;3wny;4bnr;4dg4;4pti;4tpi;4wwy;4wxv;4y0y;4y0z;4y10;4y11;5jb4;5jb5;5jb6;5jb7;5pti;5xx2;5xx3;5xx4;5xx5;5xx6;5xx7;5xx8;5yvu;5yw1;6f1f;6pti;7pti;8pti;9pti
P00979	1dem;1den
P00980	1dtx
P00981	1dtk
P00989	1bun
P00995	1cgi;1cgj;1hpt
P00998	1tgs
P01001	1bus;2bus
P01003	1ovo;3ovo
P01006	2sic;2tld;3sic;3ssi;5sic
P01008	1ant;1ath;1azx;1br8;1dzg;1dzh;1e03;1e04;1e05;1jvq;1lk6;1nq9;1oyh;1r1l;1sr5;1t1f;1tb6;2ant;2b4x;2b5t;2beh;2gd4;2hij;2znh;3evj;3kcg;4eb1
P01009	1atu;1d5s;1ezx;1hp7;1iz2;1kct;1oo8;1oph;1psi;1qlp;1qmb;2d26;2qug;3cwl;3cwm;3drm;3dru;3ndd;3ndf;3ne4;3t1p;4pyw;5io1;5nbu;5nbv;6hx4;6i3z;6i4v;6i7u;6iay;6rod;7ael;7api;7npk;7npl;8api;9api
P01011	1as4;1qmn;2ach;3caa;3dlw;4caa;5om2;5om3;5om5;5om6;5om7;5om8;6ftp;6hgd;6hge;6hgf;6hgg;6hgh;6hgi;6hgj;6hgk;6hgl;6hgm;6hgn
P01012	1jti;1ova;1p1z;1p4l;1uhg;1vac;3c8k;3cvh;3p9l;3p9m;3pab;4hkj
P01015	1smr;2wxz;2wy1
P01016	1er8
P01017	1gvu;3er5
P01019	1n9u;1n9v;2jp8;2wxw;2x0b;3ck0;3woo;3wor;4aa1;4aph;4fys;5e2q;5m3x;5m3y;5nj9;5nja;5xjm;6i3f;6i3i;6jod;6os0;7c6a
P01021	4aa2;4apj
P01023	1bv8;2p9r;4acq;6tav
P01024	1c3d;1ghq;1w2s;2a73;2a74;2gox;2i07;2ice;2icf;2noj;2qki;2wii;2win;2wy7;2wy8;2xqw;2xwb;2xwj;3d5r;3d5s;3g6j;3l3o;3l5n;3nms;3oed;3ohx;3oxu;3rj3;3t4a;4hw5;4hwj;4i6o;4m76;4ont;4zh1;5fo7;5fo8;5fo9;5foa;5fob;5nbq;5o32;5o35;6ehg;6rmt;6rmu;6ru5;6rur;6ruv;6s0b;6yo6
P01026	1qqf;1qsj
P01027	6xzu
P01031	1cfa;1kjs;1xwe;3cu7;3hqa;3hqb;3kls;3km9;3prx;3pvm;4a5w;4e0s;4p39;4uu9;5b4p;5b71;5hcc;5hcd;5hce;5i5k;6h03;6h04;6i2x;6rpt;6rqj;7ad6;7ad7;7nyc;7nyd
P01032	1c5a
P01033	1d2b;1oo9;1uea;2j0t;3ma2;3v96;6mav;6n9d
P01034	1g96;1r4c;1tij;3gax;3nx0;3ps8;3qrd;3s67;3sva;6roa;6rpv
P01038	1a67;1a90;1cew;1yvb
P01040	1cyu;1cyv;1dvc;1dvd;1gd3;1gd4;1n9j;1nb3;1nb5;3k9m;3kfq;3kse
P01042	1ny2;2wok;4asq;4asr;4ecb;4ecc;5i25;6f27;6f3v;6f3w;6f3x;6f3y
P01050	1ad8;1ae8;1afe;1aht;1ai8;1awf;1ay6;1ba8;1bb0;1bcu;1bmm;1bmn;1c5l;1ca8;1d3d;1d3p;1d3q;1d3t;1d4p;1d6w;1d9i;1h8d;1h8i;1hic;1hrt;1hxe;1hxf;1no9;1qhr;1qj1;1qj6;1qj7;1tmt;1uma;1vr1;1way;1xm1;1ype;1ypg;1ypj;1ypk;1ypl;1ypm;1zgi;1zgv;2bdy;2gde;2hir;2joo;2pw8;2uuf;2uuj;2uuk;2v3o;2zc9;2zda;2zdv;2zf0;2zff;2zfp;2zgb;2zgx;2zhq;2zi2;2ziq;2znk;2zo3;3d49;3dhk;3dt0;3dux;3egk;3eq0;3ldx;3tu7;3utu;4ax9;4bah;4bak;4bam;4ban;4baq;4hir;4lxb;4mlf;4yes;5hir;6hir;7a0d;7a0e;7a0f
P01051	1acb;1cse;1egl;1egp;1mee;1sbn;1sib;1tec;2sec;2tec;3tec;4b1t;4b2a;4b2b;4b2c;4h4f;7am6;7am7
P01053	1ciq;1cir;1cis;1coa;1cq4;1lw6;1ypa;1ypb;1ypc;2ci2;2sni;3ci2;5fbz;5ffn;6qiy;6qiz;7a1h;7a3m;7aok;7aon
P01055	1bbi;1d6r;1k9b;2bbi;5j4q;5j4s
P01056	1h34
P01058	1tab
P01059	1gm2
P01062	1g9i;1sbw;1smf;3myw
P01064	1pi2
P01068	1bi6;2bi6
P01070	1avu;1avw;1avx;1ba7;6ntt;6o1f
P01074	1cti;1lu0;1ppe;2cti;2sta;2v1v;3cti
P01075	1h20;4cpa;7eqz
P01077	1bhu
P01080	4sgb
P01085	1hss
P01087	1b1u;1bip;1tmq
P01088	1bea;1bfa
P01089	1psy
P01092	1bvn;1hoe;1ok0;2ait;3ait;4ait
P01094	1dp5;1dpj;1g0v
P01096	1gmj;1hf9;1ohh;2v7q;4tsf;4tt3;4z1m;5lqx;5lqy;5lqz;6yy0;6z1r;6z1u;6zpo;6zqm;6zqn;7ajb;7ajc;7ajd;7aje;7ajf;7ajg;7ajh;7aji;7ajj
P01097	3zia
P01100	1a02;1fos;1s9k
P01101	2wt7
P01103	5svh
P01104	1h8a
P01106	1a93;1ee4;1mv0;1nkp;2a93;2or9;4y7r;5i4z;5i50;6c4u;6e16;6e24;6g6j;6g6k;6g6l
P01111	2n9c;3con;5uhv;6e6h;6mpp;6uli;6ulk;6uln;6ulr;6uon;6wgh;6zio;6zir;6ziz
P01112	121p;1aa9;1agp;1bkd;1clu;1crp;1crq;1crr;1ctq;1gnp;1gnq;1gnr;1he8;1iaq;1ioz;1jah;1jai;1k8r;1lf0;1lf5;1lfd;1nvu;1nvv;1nvw;1nvx;1p2s;1p2t;1p2u;1p2v;1plj;1plk;1pll;1q21;1qra;1rvd;1wq1;1xcm;1xd2;1xj0;1zvq;1zw6;221p;2c5l;2ce2;2cl0;2cl6;2cl7;2clc;2cld;2evw;2lcf;2lwi;2n42;2n46;2q21;2quz;2rga;2rgb;2rgc;2rgd;2rge;2rgg;2uzi;2vh5;2x1v;3ddc;3i3s;3k8y;3k9l;3k9n;3kkm;3kkn;3kud;3l8y;3l8z;3lbh;3lbi;3lbn;3lo5;3oiu;3oiv;3oiw;3rry;3rrz;3rs0;3rs2;3rs3;3rs4;3rs5;3rs7;3rsl;3rso;3tgp;421p;4dlr;4dls;4dlt;4dlu;4dlv;4dlw;4dlx;4dly;4dlz;4efl;4efm;4efn;4g0n;4g3x;4k81;4l9s;4l9w;4nyi;4nyj;4nym;4q21;4rsg;4uru;4urv;4urw;4urx;4ury;4urz;4us0;4us1;4us2;4xvq;4xvr;521p;5b2z;5b30;5e95;5p21;5vbe;5vbz;5wdo;5wdp;5wdq;5wfo;5wfp;5wfq;5wfr;5wpl;5x9s;5zc6;621p;6amb;6axg;6bvi;6bvj;6bvk;6bvl;6bvm;6cuo;6cup;6cur;6d55;6d56;6d59;6d5e;6d5g;6d5h;6d5j;6d5l;6d5m;6d5v;6d5w;6dzh;6e6c;6e6p;6mqt;6ntc;6ntd;6q21;6v94;6v9f;6v9j;6v9l;6v9m;6v9n;6v9o;6zj0;6zl3;721p;7dph;7dpj;7jhp;7l0f;7l0g;821p
P01116	1d8d;1d8e;1kzo;1kzp;1n4p;1n4q;1n4r;1n4s;3gft;4dsn;4dso;4dst;4dsu;4epr;4ept;4epv;4epw;4epx;4epy;4l8g;4ldj;4lpk;4lrw;4luc;4lv6;4lyf;4lyh;4lyj;4m1o;4m1s;4m1t;4m1w;4m1y;4m21;4m22;4nmm;4obe;4pzy;4pzz;4q01;4q02;4q03;4ql3;4tq9;4tqa;4wa7;5f2e;5kyk;5mla;5mlb;5o2s;5o2t;5ocg;5oco;5oct;5tar;5tb5;5ufe;5ufq;5uk9;5uqw;5us4;5usj;5v6s;5v6v;5v71;5v9l;5v9o;5v9u;5vbm;5vp7;5vpi;5vpy;5vpz;5vq0;5vq1;5vq2;5vq6;5vq8;5w22;5wha;5whb;5whd;5whe;5wlb;5wpm;5xco;5yxz;5yy1;6ark;6asa;6ase;6b0v;6b0y;6bof;6bp1;6cc9;6cch;6ccx;6cu6;6e6f;6e6g;6epl;6epm;6epn;6epo;6epp;6f76;6fa1;6fa2;6fa3;6fa4;6gj5;6gj6;6gj7;6gj8;6god;6goe;6gof;6gog;6gom;6gqt;6gqw;6gqx;6gqy;6h46;6h47;6jtn;6jto;6jtp;6m9w;6mbq;6mbt;6mbu;6mnx;6mqg;6mqn;6ms9;6mta;6n2j;6n2k;6o36;6o46;6o4y;6o4z;6o51;6o53;6ob2;6ob3;6oim;6p0z;6p8w;6p8x;6p8y;6p8z;6pgo;6pgp;6pq3;6pts;6ptw;6quu;6quv;6quw;6qux;6t5b;6t5u;6t5v;6tam;6tan;6usx;6usz;6ut0;6v5l;6v65;6v6f;6vc8;6vjj;6w4e;6w4f;6wgn;6ws2;6ws4;6xgu;6xgv;6xha;6xhb;6yr8;6yxw;6zl5;6zli;7a1w;7a1x;7a1y;7a47;7aca;7acf;7ach;7acq;7c40;7c41;7eyx;7f0w;7kfz;7kmr;7lc1;7lc2;7lgi;7ny8;7rov;7rsc;7rse
P01123	1ukv;1yzn;2bcg;3cue;7kmt
P01127	1pdg;3mjg;4hqu;4hqx;4qci;6t9e
P01130	1ajj;1d2j;1f5y;1f8z;1hj7;1hz8;1i0u;1ijq;1ldl;1ldr;1n7d;1xfe;2fcw;2kri;2lgp;2m7p;2mg9;2w2m;2w2n;2w2o;2w2p;2w2q;3bps;3gcw;3gcx;3m0c;3p5b;3p5c;3so6;4ne9;5oy9;5oyl
P01132	1a3p;1egf;1epg;1eph;1epi;1epj;1gk5;3egf
P01133	1ivo;1jl9;1nql;1p9j;2kv4;3njp
P01135	1gk5;1mox;1yuf;1yug;2tgf;3e50;3tgf;4tgf;5kn5
P01137	1kla;1klc;1kld;3kfd;4kv5;5ffo;5vqp;6gff;6om2;6p7j
P01138	1sg1;1www;2ifg;4edw;4edx;4zbn;5jz7;6yw8
P01139	1bet;1btg;1sgf;3ij2;4eax;4xpj;5lsd;6ffy
P01148	4d5m
P01149	7ad3;7aft
P01160	1anp;1yk0;3n57;7brh;7brj;7brk
P01161	1t34;7brg;7brl
P01175	1l5c;1l5d;1xy1;1xy2;2hnu;2hnv;2hnw;2lbh;2lbn
P01178	7ofg
P01180	1jk4;1jk6;1npo;2bn2
P01185	7bb6;7bb7;7kh0
P01189	4xnh;4xpd;4y49;6tub
P01210	1plw;1plx;2lwc;5e33;5e3a
P01213	2n2f
P01215	1dz7;1e9j;1fl7;1hcn;1hd4;1hrp;1qfw;1xwd;4ay9;4mqw;7fig;7fih;7fii
P01225	1fl7;1xwd;4ay9;4mqw
P01236	1rw5;2q98;3d48;3ew3;3mzg;3n06;3n0p;3ncb;3ncc;3nce;3ncf;3npz
P01239	3jc2
P01241	1a22;1axi;1bp3;1hgu;1huw;1hwg;1hwh;1kf9;3hhr;6qio
P01258	2jxz
P01262	1bku;1byv;1bzb
P01263	2glg;2glh;6pgq
P01266	6scj
P01268	1zwc
P01270	1bwx;1et1;1fvy;1hph;1hpy;1hth;1zwa;1zwb;1zwd;1zwe;1zwf;1zwg;2l1x;3c4m
P01272	1kx6
P01274	1gcn
P01275	1bh0;1d0r;1nau;2g49;2l63;2l64;2m5p;2m5q;3iol;4apd;4zgm;5otu;5otv;5otw;5otx;5vai;5yqz;6eds;6lmk;6lml;6nzn;6phi;6phj;6phk;6phl;6pho;6php;6vcb;6x18;7d68;7duq
P01282	2rrh;2rri
P01286	5bqm;7cz5;7v9m
P01298	1tz4;1tz5
P01302	1bba;1ljv;1v1d
P01303	1qfa;1ron
P01304	1f8p;1fvn;1icy;1tz4;1tz5
